# Header data
_spatialDBSCAN_Topas3.7
# Target model
Nucleus
# Bounding volume
0	2.5	2.5	2.5
# DNA Density
94.3318
# O2 concentration
 
# Incident particle
2212
# Mean Energy (MeV)
2.5
# Distribution function
Gaussian	2.500000	0.000000
# Event count
18196
# File event grouping
Exposure
#
# Line-by-line hit data listing
1	0.415398	0.328367	-1.85605	0 0 1	0	10 1 2	 	 	 
0	0.416235	0.328726	-0.322451	0 0 1	0	2 1 2	 	 	 
0	0.416301	0.329402	0.604825	0 0 1	0	2 1 2	 	 	 
0	0.415083	0.328093	1.78734	0 0 1	0	20 1 1	 	 	 
0	0.404945	0.327347	1.73105	0 1 1	0	20 1 1	 	 	 
0	0.413974	0.237024	-0.403226	0 0 1	0	2 1 2	 	 	 
0	0.368966	0.334022	-2.37844	0 0 1	0	10 1 2	 	 	 
0	0.373773	0.316468	-2.38385	0 0 1	0	10 1 2	 	 	 
0	2.10312	0.403292	0.242437	0 0 1	0	21 2 2	 	 	 
0	1.70181	0.216482	0.179551	0 0 1	0	7 1 2	 	 	 
0	-1.09999	0.136343	-2.19155	0 0 1	0	16 2 1	 	 	 
0	-1.10048	0.136489	0.924776	0 0 1	0	2 2 1	 	 	 
0	-1.12198	0.131137	2.04815	0 1 1	0	5 1 1	 	 	 
0	-1.10113	0.250756	1.05641	0 0 1	0	2 2 2	 	 	 
0	-0.964112	-0.125485	0.752083	0 0 1	0	2 2 1	 	 	 
0	-1.0972	0.135219	-0.22501	0 0 1	0	5 1 1	 	 	 
0	-1.10367	0.102822	-0.828307	0 0 1	0	5 1 1	 	 	 
0	-1.1013	0.100808	-0.815742	0 0 1	0	5 1 1	 	 	 
0	-1.05021	0.204122	-1.16081	0 0 1	0	2 2 2	 	 	 
0	-1.11596	0.131793	-1.60908	0 1 1	0	16 2 2	 	 	 
0	-0.717346	2.25366	0.206698	0 0 1	0	10 2 2	 	 	 
0	-0.715554	2.25261	0.327694	0 0 1	0	10 2 1	 	 	 
0	-0.715622	2.25298	0.516737	0 0 1	0	10 2 1	 	 	 
0	-1.80626	1.19307	-0.449732	0 0 1	0	2 2 1	 	 	 
0	-1.75409	-0.224981	1.07647	0 0 1	0	5 1 1	 	 	 
0	-1.75924	-0.222099	1.51964	0 0 1	0	5 1 1	 	 	 
0	-1.75514	-0.223852	1.05655	0 1 1	0	5 1 1	 	 	 
0	-1.74746	-0.233625	0.0238673	0 0 1	0	9 1 2	 	 	 
0	-1.75794	-0.223217	-1.48738	0 0 1	0	16 2 2	 	 	 
0	2.1751	-1.0448	-0.174767	0 0 1	0	15 2 2	 	 	 
0	0.912201	1.54121	-1.11174	0 0 1	0	3 2 2	 	 	 
0	0.911999	1.54235	-0.189871	0 0 1	0	3 2 2	 	 	 
0	0.911958	1.54367	-0.102721	0 0 1	0	12 1 2	 	 	 
0	0.911999	1.54235	0.83281	0 0 1	0	12 1 2	 	 	 
0	0.912032	1.54335	1.20733	0 0 1	0	12 1 2	 	 	 
0	0.912293	1.54219	1.26719	0 0 1	0	12 1 2	 	 	 
0	0.905189	1.54035	1.71338	0 0 1	0	12 1 1	 	 	 
0	0.911002	1.5382	1.59255	0 0 1	0	12 1 2	 	 	 
0	0.998677	1.41178	0.998179	0 0 1	0	12 1 2	 	 	 
0	0.920033	1.55411	-0.0396626	0 0 1	0	12 1 2	 	 	 
0	0.905707	1.5373	-1.01765	0 2 1	0	3 2 2	 	 	 
0	0.909736	1.54678	-1.68196	0 0 1	0	5 2 1	 	 	 
0	2.42647	0.072892	0.573195	0 0 1	0	15 2 1	 	 	 
0	1.31367	1.50235	-1.03489	0 0 1	0	5 2 2	 	 	 
0	1.31266	1.5025	1.02988	0 0 1	0	12 1 2	 	 	 
0	1.31281	1.50331	0.862264	0 0 1	0	12 1 2	 	 	 
0	1.31534	1.49814	-0.716713	0 0 1	0	5 2 1	 	 	 
0	0.802319	-0.790925	-2.21418	0 0 1	0	1 2 1	 	 	 
0	0.802632	-0.792037	-0.357795	0 0 1	0	13 1 2	 	 	 
0	0.802632	-0.792037	-0.335317	0 0 1	0	13 1 1	 	 	 
0	0.800597	-0.793339	-1.09662	0 0 1	0	23 1 1	 	 	 
0	0.768229	-0.711097	-1.1602	0 0 1	0	23 1 2	 	 	 
0	0.803708	-0.792274	-1.82613	0 0 1	0	1 2 1	 	 	 
0	1.39849	-0.455326	-0.62943	0 0 1	0	13 1 1	 	 	 
0	1.3986	-0.455849	-0.195606	0 0 1	0	7 1 1	 	 	 
0	1.39728	-0.455792	-0.16928	0 0 1	0	7 1 1	 	 	 
0	1.39833	-0.455202	1.87626	0 0 1	0	19 2 2	 	 	 
1	0.355338	0.506903	-0.592622	0 0 1	0	1 1 2	 	 	 
0	0.357139	0.513103	0.660315	0 0 1	0	4 1 1	 	 	 
0	0.324246	0.489626	0.596058	0 1 1	0	1 1 1	 	 	 
0	0.308459	0.551205	-0.0495587	0 0 1	0	1 1 2	 	 	 
0	0.352532	0.509203	-0.102076	0 0 1	0	1 1 1	 	 	 
0	-2.16859	-0.527683	1.04225	0 0 1	0	15 2 1	 	 	 
0	-2.17376	-0.535399	1.04138	0 0 1	0	15 2 2	 	 	 
0	-2.17455	-0.536329	1.033	0 0 1	0	15 2 1	 	 	 
0	1.39607	0.477037	-1.7306	0 0 1	0	18 1 1	 	 	 
0	1.39707	0.477421	-1.59071	0 0 1	0	18 1 2	 	 	 
0	1.39608	0.477643	-1.28235	0 0 1	0	18 1 2	 	 	 
0	1.39587	0.468666	1.73592	0 0 1	0	5 2 1	 	 	 
0	1.40003	0.469862	0.407871	0 0 1	0	9 1 2	 	 	 
0	1.38603	0.48689	-1.54487	0 0 1	0	18 1 1	 	 	 
0	-0.465525	2.2064	-0.0757705	0 0 1	0	19 2 2	 	 	 
0	-0.497154	2.2166	-0.340348	0 1 1	0	19 2 1	 	 	 
0	-0.524364	1.8008	-1.30644	0 0 1	0	23 1 1	 	 	 
